encounter_id,olympedia_result_id,olympedia_match_id,edition,edition_id,year,city,venue_location,sport,event,gender,encounter_type,round_raw,group_raw,stage_raw,stage_normalized,match_date_raw,usa_participant,usa_participant_raw,usa_athlete_id,ussr_participant,ussr_participant_raw,ussr_athlete_id,result_raw,score_raw,score_usa_first,usa_score,ussr_score,winner,outcome_class,winner_method,counts_for_pulse,source_url,match_source_url,source_local_file
olympedia-38512,38502,38512,1972 Summer Olympics,18,1972,Munich,"Dantebad, München / Schwimmhalle, Olympiapark, München",Water Polo,"Water Polo, Men",Men,team,Final Round,,Final Round,Final,03 Sep 19:30,United States,United States,,Soviet Union,Soviet Union,,6 – 6,6 – 6,6 – 6,6,6,DRAW,DRAW,numeric_score,True,https://www.olympedia.org/results/38502,https://www.olympedia.org/results/38512,38502.html
olympedia-126522,126494,126522,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Featherweight, Freestyle, Men",Men,individual,Round Three,,Round Three,Round 3,29 Aug,Gene Davis,Gene Davis,60607,Zagalav Abdulbekov,Zagalav Abdulbekov,60435,Fall (3:25),Fall (3:25),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/126494,https://www.olympedia.org/results/126522,126494.html
olympedia-127217,127190,127217,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Heavyweight, Greco-Roman, Men",Men,individual,Round One,,Round One,Round 1,06 Sep,Buck Deadrich,Buck Deadrich,60608,Nikolay Yakovenko,Nikolay Yakovenko,60478,Fall (7:23),Fall (7:23),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127190,https://www.olympedia.org/results/127217,127190.html
olympedia-126729,126710,126729,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Light-Heavyweight, Freestyle, Men",Men,individual,Round Three,,Round Three,Round 3,29 Aug,Ben Peterson,Ben Peterson,60733,Gennady Strakhov,Gennady Strakhov,60541,Draw,Draw,,,,DRAW,DRAW,explicit_draw,True,https://www.olympedia.org/results/126710,https://www.olympedia.org/results/126729,126710.html
olympedia-126554,126551,126554,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Lightweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,31 Aug,Dan Gable,Dan Gable,60636,Ruslan Ashuraliyev,Ruslan Ashuraliyev,60445,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/126551,https://www.olympedia.org/results/126554,126551.html
olympedia-126672,126660,126672,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Middleweight, Freestyle, Men",Men,individual,Round Four,,Round Four,Round 4,30 Aug,John Peterson,John Peterson,60734,Levan Tediashvili,Levan Tediashvili,60545,Decision,Decision,,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/126660,https://www.olympedia.org/results/126672,126660.html
olympedia-126825,126798,126825,1972 Summer Olympics,18,1972,Munich,"Ringer-Judo-Halle, Messegelände (Halle 14), München",Wrestling,"Super-Heavyweight, Freestyle, Men",Men,individual,Round One,,Round One,Round 1,27 Aug,Chris Taylor,Chris Taylor,60777,Aliaksandr Miadved,Aliaksandr Miadved,60505,Decision,Decision,,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/126798,https://www.olympedia.org/results/126825,126798.html
olympedia-32492,32480,32492,1976 Summer Olympics,19,1976,Montreal,"Centre Étienne Desmarteau, Montréal, Québec",Basketball,"Basketball, Women",Women,team,Round-Robin,,Round-Robin,Round-Robin,23 Jul 19:00,United States,United States,,Soviet Union,Soviet Union,,112 – 77,112 – 77,77 – 112,77,112,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/32480,https://www.olympedia.org/results/32492,32480.html
olympedia-24499,24495,24499,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec",Boxing,"Bantamweight, Men",Men,individual,Semi-Finals,,Semi-Finals,Semi-final,29 Jul,Charlie Mooney,Charlie Mooney,8737,Viktor Rybakov,Viktor Rybakov,8536,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/24495,https://www.olympedia.org/results/24499,24495.html
olympedia-24573,24540,24573,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec",Boxing,"Featherweight, Men",Men,individual,Round Two,,Round Two,Round 2,21 Jul,Davey Armstrong,Davey Armstrong,8609,Anatoly Volkov,Anatoly Volkov,8566,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/24540,https://www.olympedia.org/results/24573,24540.html
olympedia-24793,24775,24793,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec",Boxing,"Light-Heavyweight, Men",Men,individual,Round Two,,Round Two,Round 2,26 Jul,Leon Spinks,Leon Spinks,8778,Anatoly Klimanov,Anatoly Klimanov,8506,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/24775,https://www.olympedia.org/results/24793,24775.html
olympedia-24657,24621,24657,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec",Boxing,"Light-Welterweight, Men",Men,individual,Round Two,,Round Two,Round 2,22 Jul,Sugar Ray Leonard,Sugar Ray Leonard,8719,Valery Limasov,Valery Limasov,8516,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/24621,https://www.olympedia.org/results/24657,24621.html
olympedia-24748,24746,24748,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec",Boxing,"Middleweight, Men",Men,individual,Final Round,,Final Round,Final,31 Jul,Michael Spinks,Michael Spinks,8779,Rufat Riskiyev,Rufat Riskiyev,8535,Referee stops contest,Referee stops contest,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/24746,https://www.olympedia.org/results/24748,24746.html
olympedia-100266,100009,100266,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Foil, Individual, Men",Men,individual,Round One,Pool #3,Round One / Pool #3,Round 1 / Pool 3,20 Jul,Marty Lang,Marty Lang,23733,Vladimir Denisov,Vladimir Denisov,23562,5 – 1,5 – 1,1 – 5,1,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100266,100009.html
olympedia-100280,100009,100280,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Foil, Individual, Men",Men,individual,Round One,Pool #4,Round One / Pool #4,Round 1 / Pool 4,20 Jul,Ed Donofrio,Ed Donofrio,23694,Vasily Stankovich,Vasily Stankovich,23608,5 – 1,5 – 1,1 – 5,1,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100280,100009.html
olympedia-100147,100009,100147,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Foil, Individual, Men",Men,individual,Round Two,Pool #2,Round Two / Pool #2,Round 2 / Pool 2,20 Jul,Marty Lang,Marty Lang,23733,Vladimir Denisov,Vladimir Denisov,23562,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100147,100009.html
olympedia-100087,100009,100087,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Foil, Individual, Men",Men,individual,Round Three,Pool #4,Round Three / Pool #4,Round 3 / Pool 4,20 Jul,Ed Donofrio,Ed Donofrio,23694,Vasily Stankovich,Vasily Stankovich,23608,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100087,100009.html
olympedia-102939,102704,102939,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Foil, Individual, Women",Women,individual,Round One,Pool #3,Round One / Pool #3,Round 1 / Pool 3,23 Jul,Ann O'Donnell,Ann O'Donnell,21012,Yelena Belova,Yelena Belova,20968,5 – 0,5 – 0,0 – 5,0,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/102704,https://www.olympedia.org/results/102939,102704.html
olympedia-100840,100738,100840,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round One,,Round One,Round 1,22 Jul,Paul Apostol,Paul Apostol,23651,Viktor Krovopuskov,Viktor Krovopuskov,23575,10 – 4,10 – 4,4 – 10,4,10,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100840,100738.html
olympedia-100843,100738,100843,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round One,,Round One,Round 1,22 Jul,Peter Westbrook,Peter Westbrook,23819,Vladimir Nazlymov,Vladimir Nazlymov,23587,10 – 4,10 – 4,4 – 10,4,10,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100843,100738.html
olympedia-100872,100738,100872,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round Two,Pool #2,Round Two / Pool #2,Round 2 / Pool 2,21 Jul,Stephen Kaplan,Stephen Kaplan,23727,Vladimir Nazlymov,Vladimir Nazlymov,23587,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100872,100738.html
olympedia-100898,100738,100898,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round Two,Pool #4,Round Two / Pool #4,Round 2 / Pool 4,21 Jul,Peter Westbrook,Peter Westbrook,23819,Viktor Sidyak,Viktor Sidyak,23601,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100898,100738.html
olympedia-100791,100738,100791,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round Three,Pool #3,Round Three / Pool #3,Round 3 / Pool 3,21 Jul,Paul Apostol,Paul Apostol,23651,Viktor Krovopuskov,Viktor Krovopuskov,23575,5 – 3,5 – 3,3 – 5,3,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100791,100738.html
olympedia-100807,100738,100807,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Sabre, Individual, Men",Men,individual,Round Three,Pool #4,Round Three / Pool #4,Round 3 / Pool 4,21 Jul,Peter Westbrook,Peter Westbrook,23819,Vladimir Nazlymov,Vladimir Nazlymov,23587,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100807,100738.html
olympedia-100643,100375,100643,1976 Summer Olympics,19,1976,Montreal,"Stade d'Hiver de l'Université de Montréal, Montréal, Québec",Fencing,"Épée, Individual, Men",Men,individual,Round One,Pool #6,Round One / Pool #6,Round 1 / Pool 6,22 Jul,Scotty Bozek,Scotty Bozek,23666,Aleksandr Bykov,Aleksandr Bykov,23560,5 – 1,5 – 1,1 – 5,1,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/100375,https://www.olympedia.org/results/100643,100375.html
olympedia-127393,127382,127393,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Featherweight, Freestyle, Men",Men,individual,Round Four,,Round Four,Round 4,30 Jul,Gene Davis,Gene Davis,60607,Sergey Timofeyev,Sergey Timofeyev,60548,Decision (29-13),Decision (29-13),,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/127382,https://www.olympedia.org/results/127393,127382.html
olympedia-127307,127289,127307,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Flyweight, Freestyle, Men",Men,individual,Round Three,,Round Three,Round 3,29 Jul,James Haines,James Haines,60648,Aleksandr Ivanov,Aleksandr Ivanov,60476,Decision (18-10),Decision (18-10),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127289,https://www.olympedia.org/results/127307,127289.html
olympedia-127617,127614,127617,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Heavyweight, Freestyle, Men",Men,individual,Round Five,,Round Five,Round Five,31 Jul,Russ Hellickson,Russ Hellickson,60655,Ivan Yarygin,Ivan Yarygin,60536,Decision (19-13),Decision (19-13),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127614,https://www.olympedia.org/results/127617,127614.html
olympedia-128006,128000,128006,1976 Summer Olympics,19,1976,Montreal,"Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Heavyweight, Greco-Roman, Men",Men,individual,Round Four,,Round Four,Round 4,23 Jul,Brad Rheingans,Brad Rheingans,60740,Nikolay Balboshin,Nikolay Balboshin,60448,Fall (3:58),Fall (3:58),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/128000,https://www.olympedia.org/results/128006,128000.html
olympedia-127282,127248,127282,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Light-Flyweight, Freestyle, Men",Men,individual,Round One,,Round One,Round 1,27 Jul,Billy Rosado,Billy Rosado,60747,Roman Dmitriyev,Roman Dmitriyev,60460,Fall (5:35),Fall (5:35),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127248,https://www.olympedia.org/results/127282,127248.html
olympedia-127701,127684,127701,1976 Summer Olympics,19,1976,Montreal,"Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Light-Flyweight, Greco-Roman, Men",Men,individual,Round Three,,Round Three,Round 3,22 Jul,Mike Farina,Mike Farina,60623,Aleksey Shumakov,Aleksey Shumakov,60538,Dq (5:50),Dq (5:50),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127684,https://www.olympedia.org/results/127701,127684.html
olympedia-127566,127565,127566,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Light-Heavyweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,31 Jul 22:05,Ben Peterson,Ben Peterson,60733,Levan Tediashvili,Levan Tediashvili,60545,Decision (11-5),Decision (11-5),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127565,https://www.olympedia.org/results/127566,127565.html
olympedia-127429,127425,127429,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Lightweight, Freestyle, Men",Men,individual,Final Round,,Final Round,Final,31 Jul,Butch Keaser,Butch Keaser,60676,Pavel Pinigin,Pavel Pinigin,60516,Decision (12-1),Decision (12-1),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127425,https://www.olympedia.org/results/127429,127425.html
olympedia-127530,127524,127530,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Middleweight, Freestyle, Men",Men,individual,Round Five,,Round Five,Round Five,31 Jul,John Peterson,John Peterson,60734,Viktor Novozhilov,Viktor Novozhilov,60512,Decision (20-4),Decision (20-4),,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/127524,https://www.olympedia.org/results/127530,127524.html
olympedia-127668,127646,127668,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Super-Heavyweight, Freestyle, Men",Men,individual,Round Two,,Round Two,Round 2,28 Jul,Jimmy Jackson,Jimmy Jackson,60669,Soslan Andiyev,Soslan Andiyev,60443,Fall (1:16),Fall (1:16),,,,URS,URS_WIN,first_competitor_result,True,https://www.olympedia.org/results/127646,https://www.olympedia.org/results/127668,127646.html
olympedia-127484,127478,127484,1976 Summer Olympics,19,1976,Montreal,"Aréna Maurice-Richard, Montréal, Québec / Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",Wrestling,"Welterweight, Freestyle, Men",Men,individual,Round Five,,Round Five,Round Five,30 Jul,Stan Dziedzic,Stan Dziedzic,60616,Ruslan Ashuraliyev,Ruslan Ashuraliyev,60445,Decision (9-6),Decision (9-6),,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/127478,https://www.olympedia.org/results/127484,127478.html
olympedia-32655,32646,32655,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Che-yuk-gwan, Seoul Sports Complex, Seoul",Basketball,"Basketball, Men",Men,team,Semi-Finals,,Semi-Finals,Semi-final,28 Sep 12:00,United States,United States,,Soviet Union,Soviet Union,,82 – 76,82 – 76,76 – 82,76,82,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/32646,https://www.olympedia.org/results/32655,32646.html
olympedia-32709,32701,32709,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Che-yuk-gwan, Seoul Sports Complex, Seoul",Basketball,"Basketball, Women",Women,team,Semi-Finals,,Semi-Finals,Semi-final,27 Sep 11:45,United States,United States,,Soviet Union,Soviet Union,,102 – 88,102 – 88,102 – 88,102,88,USA,USA_WIN,numeric_score,True,https://www.olympedia.org/results/32701,https://www.olympedia.org/results/32709,32701.html
olympedia-26014,26012,26014,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",Boxing,"Light-Heavyweight, Men",Men,individual,Final Round,,Final Round,Final,02 Oct,Andrew Maynard,Andrew Maynard,8726,Nurmagomed Shanavazov,Nurmagomed Shanavazov,8543,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/26012,https://www.olympedia.org/results/26014,26012.html
olympedia-25937,25929,25937,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",Boxing,"Light-Middleweight, Men",Men,individual,Quarter-Finals,,Quarter-Finals,Quarter-final,28 Sep,"Roy Jones, Jr.","Roy Jones, Jr.",8704,Yevgeny Zaytsev,Yevgeny Zaytsev,8567,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/25929,https://www.olympedia.org/results/25937,25929.html
olympedia-26071,26067,26071,1988 Summer Olympics,22,1988,Seoul,"Jam-sil Hak-saeng Che-yuk-gwan, Seoul Sports Complex, Seoul",Boxing,"Super-Heavyweight, Men",Men,individual,Semi-Finals,,Semi-Finals,Semi-final,29 Sep,Riddick Bowe,Riddick Bowe,8625,Alex Miroshnichenko,Alex Miroshnichenko,8519,Decision,Decision,,,,USA,USA_WIN,first_competitor_result,True,https://www.olympedia.org/results/26067,https://www.olympedia.org/results/26071,26067.html
olympedia-108859,108488,108859,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Men",Men,individual,Round One,Pool #7,Round One / Pool #7,Round 1 / Pool 7,20 Sep,Dave Littell,Dave Littell,23739,Aleksandr Romankov,Aleksandr Romankov,23596,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108859,108488.html
olympedia-108740,108488,108740,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Men",Men,individual,Round Two,Pool #6,Round Two / Pool #6,Round 2 / Pool 6,20 Sep,Dave Littell,Dave Littell,23739,Boris Koretsky,Boris Koretsky,23568,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108740,108488.html
olympedia-108506,108488,108506,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Men",Men,individual,Round Four Repêchage,,Round Four Repêchage,Round Four Repêchage,21 Sep,Peter Lewison,Peter Lewison,23738,Aleksandr Romankov,Aleksandr Romankov,23596,10 – 1,10 – 1,1 – 10,1,10,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108506,108488.html
olympedia-111616,111376,111616,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Women",Women,individual,Round One,Pool #4,Round One / Pool #4,Round 1 / Pool 4,21 Sep,Mary O'Neill,Mary O'Neill,21013,Tatyana Sadovskaya,Tatyana Sadovskaya,20974,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111616,111376.html
olympedia-111484,111376,111484,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Women",Women,individual,Round Two,Pool #1,Round Two / Pool #1,Round 2 / Pool 1,21 Sep,Mary O'Neill,Mary O'Neill,21013,Yelena Glikina,Yelena Glikina,20962,5 – 2,5 – 2,2 – 5,2,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111484,111376.html
olympedia-111516,111376,111516,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Foil, Individual, Women",Women,individual,Round Two,Pool #3,Round Two / Pool #3,Round 2 / Pool 3,21 Sep,Sharon Monplaisir,Sharon Monplaisir,21010,Tatyana Sadovskaya,Tatyana Sadovskaya,20974,5 – 0,5 – 0,0 – 5,0,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111516,111376.html
olympedia-109506,109473,109506,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Sabre, Individual, Men",Men,individual,Round One,,Round One,Round 1,23 Sep,Steve Mormando,Steve Mormando,23763,Andrey Alshan,Andrey Alshan,23551,10 – 1,10 – 1,1 – 10,1,10,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109506,109473.html
olympedia-109675,109473,109675,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Sabre, Individual, Men",Men,individual,Round One,Pool #2,Round One / Pool #2,Round 1 / Pool 2,22 Sep,Mike Lofton,Mike Lofton,23740,Georgy Pogosov,Georgy Pogosov,23593,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109675,109473.html
olympedia-109713,109473,109713,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Sabre, Individual, Men",Men,individual,Round One,Pool #4,Round One / Pool #4,Round 1 / Pool 4,22 Sep,Peter Westbrook,Peter Westbrook,23819,Andrey Alshan,Andrey Alshan,23551,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109713,109473.html
olympedia-109624,109473,109624,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Sabre, Individual, Men",Men,individual,Round Two,Pool #5,Round Two / Pool #5,Round 2 / Pool 5,22 Sep,Peter Westbrook,Peter Westbrook,23819,Georgy Pogosov,Georgy Pogosov,23593,5 – 3,5 – 3,3 – 5,3,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109624,109473.html
olympedia-109569,109473,109569,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Sabre, Individual, Men",Men,individual,Round Three,Pool #4,Round Three / Pool #4,Round 3 / Pool 4,22 Sep,Peter Westbrook,Peter Westbrook,23819,Georgy Pogosov,Georgy Pogosov,23593,5 – 4,5 – 4,4 – 5,4,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109569,109473.html
olympedia-109033,108952,109033,1988 Summer Olympics,22,1988,Seoul,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",Fencing,"Épée, Individual, Men",Men,individual,Round Three,Pool #1,Round Three / Pool #1,Round 3 / Pool 1,23 Sep,Stephen Trevor,Stephen Trevor,23811,Mikhail Tishko,Mikhail Tishko,23615,5 – 1,5 – 1,1 – 5,1,5,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/108952,https://www.olympedia.org/results/109033,108952.html
olympedia-34048,34016,34048,1988 Summer Olympics,22,1988,Seoul,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul / Gu-deog Un-dong-jang, Busan / Mu-deung Gyeong-gi-yang, Gwangju / Dae-gu Si-min Un-dong-jang, Daegu / Dae-jon Han-bat Jong-hab-un-dong-jang, Daejeon / Dong-dae-mun Un-dong-jang, Seoul",Football,"Football, Men",Men,team,Preliminary Round,Group C,Preliminary Round / Group C,Preliminary Round / Group C,22 Sep 17:00,United States,United States,,Soviet Union,Soviet Union,,4 – 2,4 – 2,2 – 4,2,4,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/34016,https://www.olympedia.org/results/34048,34016.html
olympedia-34759,34742,34759,1988 Summer Olympics,22,1988,Seoul,"Che-yuk-gwan, Ol-lim-pik Gong-won, Seoul / Su-won Sil-nae Che-yuk-gwan, Suwon",Handball,"Handball, Men",Men,team,Group A,,Group A,Group A,24 Sep 18:00,United States,"Driggers / Goss / Hillery / Janny / Johnson / Kessler / Kirk / Lash, Jr. / McVein / Oshita / Story / Sullivan",,Soviet Union,Tuchkin / Rymanov / Karshakevich / Nesterov / Sviridenko / Tyumentsev / Vasilyev / Lavrov / Atavin / Novickis / Chumak / Sharovarov,,26 – 14,26 – 14,14 – 26,14,26,URS,URS_WIN,numeric_score,True,https://www.olympedia.org/results/34742,https://www.olympedia.org/results/34759,34742.html
